사업장명,인허가일자,영업상태명,폐업일자,위생업태명,소재지도로명주소,소재지지번주소
카페샤라라,2018-08-03,영업,,커피숍,"서울특별시 관악구 남부순환로214길 40, 1층 101호 (봉천동)",서울특별시 관악구 봉천동 896-28 
폴 바셋 롯데백화점관악점,2018-08-16,영업,,커피숍,"서울특별시 관악구 봉천로 209, 롯데백화점 1층 (봉천동)",서울특별시 관악구 봉천동 729-22 롯데백화점 
카페오트르,2018-09-10,영업,,커피숍,"서울특별시 관악구 난곡로 259, 2층 (신림동)",서울특별시 관악구 신림동 1680-13 
"강감찬카페, 에이미스",2018-10-04,영업,,커피숍,"서울특별시 관악구 낙성대로 77, 1층 (봉천동)",서울특별시 관악구 봉천동 738-329 
카페W,2018-10-04,영업,,커피숍,"서울특별시 관악구 신림로 308, 왕성교회 3층 (신림동)",서울특별시 관악구 신림동 88-5 왕성교회 
일커피 서울대입구역점(iL coffee),2018-10-05,영업,,커피숍,"서울특별시 관악구 쑥고개로 123, 1층 102~105호 (봉천동)",서울특별시 관악구 봉천동 1568-1 
가름커피(GALM COFFEE),2018-10-19,영업,,커피숍,"서울특별시 관악구 신림로23길 16, 일성트루엘 2층 2110호 (신림동)",서울특별시 관악구 신림동 1523-1 일성트루엘 
할리스커피 난곡사거리점,2018-10-23,영업,,커피숍,"서울특별시 관악구 남부순환로 1489, 1~3층 (신림동)",서울특별시 관악구 신림동 526-13 
마시찌롱(MASIZZIRON),2018-10-24,영업,,커피숍,"서울특별시 관악구 솔밭로 4, 1층 우측호 (봉천동)",서울특별시 관악구 봉천동 1686-7 
고양이자리표,2018-11-05,영업,,커피숍,"서울특별시 관악구 신림로 311, 4층 (신림동)",서울특별시 관악구 신림동 1637-2 
미스터퀵다방 신림점,2018-11-07,영업,,커피숍,"서울특별시 관악구 신림로65길 10-9, 1층 105호 (신림동)",서울특별시 관악구 신림동 1432-92 
카페봉봉,2018-11-23,영업,,커피숍,"서울특별시 관악구 관천로12길 27, 1층 101호 (신림동, 그랜드힐)",서울특별시 관악구 신림동 1460-3 그랜드힐 
엘리14(Alley14),2018-11-27,영업,,커피숍,"서울특별시 관악구 낙성대역14길 3, 1층 (봉천동)",서울특별시 관악구 봉천동 196-63 
카페7(cafe7),2018-11-30,영업,,커피숍,"서울특별시 관악구 신림로 216-1, 1층 (신림동)",서울특별시 관악구 신림동 94-257 
카페드림 서울대유회진기념관점,2018-12-03,영업,,커피숍,"서울특별시 관악구 관악로 1, 서울대학교 유회진기념관 300동 1층 101, 102호 (신림동)",서울특별시 관악구 신림동 산 56-1 서울대학교 
라치몬트,2018-12-24,영업,,커피숍,"서울특별시 관악구 낙성대로 4, 1층 (봉천동)",서울특별시 관악구 봉천동 1662-37 
도씨네커피(DOSSINE COFFEE),2019-01-02,영업,,커피숍,"서울특별시 관악구 남부순환로 1679, 조은빌딩 2층 208호 (봉천동)",서울특별시 관악구 봉천동 949-18 조은빌딩 
카핏,2019-01-03,영업,,커피숍,"서울특별시 관악구 관악로 234, 2층 (봉천동)",서울특별시 관악구 봉천동 36-14 
카페모닝듀,2019-01-03,영업,,커피숍,"서울특별시 관악구 문성로 221, 2층 (신림동)",서울특별시 관악구 신림동 1635-83 
컴포즈커피 봉천점,2019-01-04,영업,,커피숍,"서울특별시 관악구 양녕로 59, 1층 (봉천동)",서울특별시 관악구 봉천동 501-1 
자상한시간,2019-01-10,영업,,커피숍,"서울특별시 관악구 중앙길 59, 1층 (봉천동)",서울특별시 관악구 봉천동 50-122 
나인에스프레소,2019-01-14,영업,,커피숍,"서울특별시 관악구 봉천로13길 63, 1층 (봉천동)",서울특별시 관악구 봉천동 688-2 
미스터퀵다방 사당,2019-01-14,영업,,커피숍,"서울특별시 관악구 남현2길 65-8, 1층 101호 (남현동)",서울특별시 관악구 남현동 1069-8 
고로커피로스터스,2019-01-18,영업,,커피숍,"서울특별시 관악구 남부순환로231길 33, 지하1층 (봉천동)",서울특별시 관악구 봉천동 100-137 
이디야커피 청룡중앙점,2019-01-22,영업,,커피숍,"서울특별시 관악구 쑥고개로 80, 제이빌딩 1층 (봉천동)",서울특별시 관악구 봉천동 1562-18 제이빌딩 
통툰 서울대입구역점,2019-01-25,영업,,커피숍,"서울특별시 관악구 관악로16길 13, 준빌딩 5층 (봉천동)",서울특별시 관악구 봉천동 853-2 준빌딩 
에스엠씨(SMC),2019-01-28,영업,,커피숍,"서울특별시 관악구 관천로 34, 1~4층 (신림동)",서울특별시 관악구 신림동 1639-59 
열린,2019-02-01,영업,,커피숍,"서울특별시 관악구 은천로 126, 지하1층 (봉천동)",서울특별시 관악구 봉천동 466-18 
카페마르튀스(cafe Marutus),2019-02-07,영업,,커피숍,"서울특별시 관악구 신원로1길 6, 1층 (신림동)",서울특별시 관악구 신림동 1604-32 
플라네(Flaner),2019-02-07,영업,,커피숍,"서울특별시 관악구 남현8길 9, 1층 (남현동)",서울특별시 관악구 남현동 1079-42 
파스쿠찌 서울대관정도서관점,2019-02-15,영업,,커피숍,"서울특별시 관악구 관악로 1, 서울대학교 관정도서관 2,3층 (신림동)",서울특별시 관악구 신림동 산 56-1 서울대학교 
프롬 카페(from. cafe),2019-02-22,영업,,커피숍,"서울특별시 관악구 서원길 5, 지하1층 (신림동)",서울특별시 관악구 신림동 409-13 
이디야커피(신림대학동점),2019-02-28,영업,,커피숍,"서울특별시 관악구 호암로26길 17, 1층 (신림동)",서울특별시 관악구 신림동 1514-5 
빽다방 봉천역점,2019-03-15,영업,,커피숍,"서울특별시 관악구 남부순환로 1729, 1층 (봉천동)",서울특별시 관악구 봉천동 926-36 
카페서른살(cafe서른살),2019-03-26,영업,,커피숍,"서울특별시 관악구 관악로 212, 관악프라자 지하1층 B01호 (봉천동)",서울특별시 관악구 봉천동 31-1 관악프라자 
크레이저커피,2019-04-08,영업,,커피숍,"서울특별시 관악구 남현3길 71, 2층 (남현동)",서울특별시 관악구 남현동 1062-10 
소소한행복,2019-04-09,영업,,커피숍,"서울특별시 관악구 남부순환로131길 21, 1층 (신림동)",서울특별시 관악구 신림동 567-20 
피그말리온,2019-04-12,영업,,커피숍,"서울특별시 관악구 신림로12길 23, 1층 (신림동)",서울특별시 관악구 신림동 123-2 
커피베이 봉천우성점,2019-04-16,영업,,커피숍,"서울특별시 관악구 관악로24길 63, 1층 (봉천동)",서울특별시 관악구 봉천동 738-126 
별담카페,2019-04-16,영업,,커피숍,"서울특별시 관악구 관악로5길 33, 서울관악경찰서 1층 (봉천동)",서울특별시 관악구 봉천동 1695-5 서울관악경찰서 
꽁다방,2019-04-18,영업,,커피숍,"서울특별시 관악구 신림로58길 13, S-빌딩 7층 (신림동)",서울특별시 관악구 신림동 86-1 S-빌딩 
티포인트스튜디오(TPoint Studio),2019-04-30,영업,,커피숍,"서울특별시 관악구 봉천로 616, 5층 (봉천동)",서울특별시 관악구 봉천동 1634-9 
카페메디치(Cafe Medici),2019-05-07,영업,,커피숍,"서울특별시 관악구 신림로 340, 르네상스복합쇼핑몰 3층 3091호 (신림동)",서울특별시 관악구 신림동 1422-5 르네상스복합쇼핑몰 
카페네온,2019-05-16,영업,,커피숍,"서울특별시 관악구 난향길 24, 현경빌딩 1층 (신림동)",서울특별시 관악구 신림동 676-42 현경빌딩 
스타벅스 관악서울대입구R점,2019-05-16,영업,,커피숍,"서울특별시 관악구 관악로 158, BS타워 1층 (봉천동)",서울특별시 관악구 봉천동 856-6 BS타워 
쉬즈베이글,2019-05-17,영업,,커피숍,"서울특별시 관악구 신림로65길 43, 1층 (신림동)",서울특별시 관악구 신림동 1433-227 
소소커피,2019-05-27,영업,,커피숍,"서울특별시 관악구 미성3길 31, 1층 102호 (신림동)",서울특별시 관악구 신림동 725-19 
포켓푸드,2019-05-31,영업,,커피숍,"서울특별시 관악구 남부순환로 1837, 샤론 1층 (봉천동)",서울특별시 관악구 봉천동 1666-32 샤론 
공차 영풍문고신림점,2019-06-04,영업,,커피숍,"서울특별시 관악구 신림로 330, 포도몰 7층 (신림동)",서울특별시 관악구 신림동 1641-2 포도몰 
시트론오피스,2019-06-11,영업,,커피숍,"서울특별시 관악구 남부순환로234길 18, 2층 (봉천동)",서울특별시 관악구 봉천동 1612-51 
커피에반하다 당곡사거리점,2019-06-13,영업,,커피숍,"서울특별시 관악구 보라매로 4, 1층 (봉천동)",서울특별시 관악구 봉천동 971-1 
커피노동자,2019-06-17,영업,,커피숍,"서울특별시 관악구 서림길 107, 지하1층 (신림동)",서울특별시 관악구 신림동 103-273 
저스트로맨틱(JUST ROMANTIC),2019-06-18,영업,,커피숍,"서울특별시 관악구 신림로 134, 1층 (신림동)",서울특별시 관악구 신림동 116-23 
빽다방 보라매타운점,2019-06-25,영업,,커피숍,"서울특별시 관악구 보라매로5가길 7, 1층 105 호 (봉천동, 캐릭터그린빌)",서울특별시 관악구 봉천동 729-24 캐릭터그린빌 
타이거슈가 신림점,2019-06-28,영업,,커피숍,"서울특별시 관악구 신림로 323, 1층 (신림동)",서울특별시 관악구 신림동 1640-44 
궁전다방,2019-07-08,영업,,커피숍,"서울특별시 관악구 남부순환로 1500, 1층 (신림동)",서울특별시 관악구 신림동 1570-5 
아이갓에브리씽(I got everything) SK텔레콤 보라매점,2019-07-10,영업,,커피숍,"서울특별시 관악구 보라매로5길 1, SK텔레콤빌딩 1층 (봉천동)",서울특별시 관악구 봉천동 729-1 SK텔레콤빌딩 
히포커피 대학동점,2019-07-29,영업,,커피숍,"서울특별시 관악구 신림로12길 25, 지하1층 (신림동)",서울특별시 관악구 신림동 127-72 
인생커피,2019-07-31,영업,,커피숍,"서울특별시 관악구 관천로15길 131, 1층 (신림동)",서울특별시 관악구 신림동 503-9 
어나더유,2019-08-07,영업,,커피숍,"서울특별시 관악구 난곡로 167, 105동 지하2층 B210호 (신림동, 임광관악파크아파트)",서울특별시 관악구 신림동 1727 임광관악파크아파트 
컴포즈커피,2019-08-26,영업,,커피숍,"서울특별시 관악구 남부순환로 1590, 1층 (신림동)",서울특별시 관악구 신림동 1639-2 
브로커피앤쥬스,2019-08-26,영업,,커피숍,"서울특별시 관악구 남부순환로 1820, 에그엘로우 10층 10012호 (봉천동)",서울특별시 관악구 봉천동 862-1 에그엘로우 
리버벨(RiverBell),2019-08-28,영업,,커피숍,"서울특별시 관악구 남현2길 18, 1층 (남현동)",서울특별시 관악구 남현동 1057-5 
블루포트 서울대점,2019-08-29,영업,,커피숍,"서울특별시 관악구 관악로 1, 외국인학생기숙사 916동 지하1층 B118호 (신림동)",서울특별시 관악구 신림동 산 56-1 서울대학교 
싱싱카페,2019-01-10,영업,,커피숍,"서울특별시 관악구 봉천로23나길 41, 1층 (봉천동)",서울특별시 관악구 봉천동 954-20 
스타벅스 낙성대역점,2019-09-24,영업,,커피숍,"서울특별시 관악구 남부순환로 1908, 1,2층 (봉천동)",서울특별시 관악구 봉천동 1660-1 
메가엠지씨커피 낙성대역점,2019-09-26,영업,,커피숍,"서울특별시 관악구 남부순환로 1913, 1층 (봉천동)",서울특별시 관악구 봉천동 1685-20 
서울관악지역자활센터 카페사이,2019-10-01,영업,,커피숍,"서울특별시 관악구 난곡로 290, 1층 (신림동)",서울특별시 관악구 신림동 1568-11 
벙커(Bunker),2019-10-16,영업,,커피숍,"서울특별시 관악구 난곡로 327-1, 1층 102호 (신림동)",서울특별시 관악구 신림동 530-2 
프렌즈커피컴퍼니,2019-11-14,영업,,커피숍,"서울특별시 관악구 인헌길 36, 인희빌딩 2층 (봉천동)",서울특별시 관악구 봉천동 1638-28 인희빌딩 
커피정류장,2019-11-20,영업,,커피숍,"서울특별시 관악구 복은길 46, 1층 (신림동)",서울특별시 관악구 신림동 100-14 
디자이너리 카페,2019-12-04,영업,,커피숍,"서울특별시 관악구 관천로 71-1, 4층 (신림동)",서울특별시 관악구 신림동 1465-12 
커피어반(Coffee Urban),2019-12-13,영업,,커피숍,"서울특별시 관악구 남부순환로 1879, 1,2층 (봉천동)",서울특별시 관악구 봉천동 1674-19 
그린트리,2019-12-13,영업,,커피숍,"서울특별시 관악구 인헌1길 29, 시냇가푸른나무교회 지하1층 (봉천동)",서울특별시 관악구 봉천동 1655-40 시냇가푸른나무교회 
이디야커피,2019-12-23,영업,,커피숍,"서울특별시 관악구 신림로 312, 1층 (신림동)",서울특별시 관악구 신림동 1641-19 
카페21,2019-12-24,영업,,커피숍,"서울특별시 관악구 은천로39길 52, 1층 (봉천동)",서울특별시 관악구 봉천동 1021-1 
앙뿌,2019-01-22,영업,,커피숍,"서울특별시 관악구 관악로14가길 6, 1층 101호 (봉천동)",서울특별시 관악구 봉천동 1613-5 
다올상점,2020-02-21,영업,,커피숍,"서울특별시 관악구 관악로14길 84, 1층 102호 (봉천동)",서울특별시 관악구 봉천동 1621-8 
보노보노,2020-03-10,영업,,커피숍,"서울특별시 관악구 신원로3길 47, 1층 (신림동)",서울특별시 관악구 신림동 1590-2 
에덴휴게카페,2020-03-11,영업,,커피숍,"서울특별시 관악구 남부순환로234길 73, 싱글벙글교육센터 1층 (봉천동)",서울특별시 관악구 봉천동 산 56-3 싱글벙글교육센터 
올어바웃쿠킹스튜디오,2020-03-11,영업,,커피숍,"서울특별시 관악구 남부순환로220길 39, 3층 302호 (봉천동)",서울특별시 관악구 봉천동 863-5 
별이빛나는,2020-03-23,영업,,커피숍,"서울특별시 관악구 양녕로1길 32, 1층 (봉천동)",서울특별시 관악구 봉천동 908-42 
크카롱,2020-03-24,영업,,커피숍,"서울특별시 관악구 보라매로 62, 상가동 108호 (봉천동, 보라매삼성아파트)",서울특별시 관악구 봉천동 1698-1 보라매삼성아파트 
레나플로라,2020-03-27,영업,,커피숍,"서울특별시 관악구 쑥고개로 5, 지하1층 (신림동)",서울특별시 관악구 신림동 94-138 
1441cafe roasters(카페 로스터스),2020-04-08,영업,,커피숍,"서울특별시 관악구 청림길 5, 1층 (봉천동)",서울특별시 관악구 봉천동 14-41 
런드렛 아쿠아워시신림,2020-04-10,영업,,커피숍,"서울특별시 관악구 문성로 228, 1층 (신림동)",서울특별시 관악구 신림동 1631-3 
미니어처공방&카페,2020-04-13,영업,,커피숍,"서울특별시 관악구 관악로12길 10, 지하1층 (봉천동)",서울특별시 관악구 봉천동 1597-8 
카페앤밀 치포리,2020-04-24,영업,,커피숍,"서울특별시 관악구 호암로24길 17, 아츠스테이 신림 (신림동)",서울특별시 관악구 신림동 1524-8 아츠스테이 신림 
매머드익스프레스 사당점,2020-05-11,영업,,커피숍,"서울특별시 관악구 과천대로 953, 1층 (남현동)",서울특별시 관악구 남현동 1061-59 
카페펠릭스(Felix),2020-05-11,영업,,커피숍,"서울특별시 관악구 서림길 23, 1층 (신림동)",서울특별시 관악구 신림동 96-108 
메가커피 현대시장점,2020-05-14,영업,,커피숍,"서울특별시 관악구 은천로 113, 1층 (봉천동)",서울특별시 관악구 봉천동 464-2 
느린우유협동조합,2020-05-14,영업,,커피숍,"서울특별시 관악구 신사로14길 29, 좌측호 (신림동)",서울특별시 관악구 신림동 495-53 
두냉심열,2020-05-27,영업,,커피숍,"서울특별시 관악구 인헌길 30, 1층 (봉천동)",서울특별시 관악구 봉천동 1638-13 
카페지음(知音),2020-06-02,영업,,커피숍,"서울특별시 관악구 은천로 66-6, 1층 (봉천동)",서울특별시 관악구 봉천동 903-20 
달그미과자점,2020-06-03,영업,,커피숍,"서울특별시 관악구 낙성대역10길 3, 1층 (봉천동)",서울특별시 관악구 봉천동 196-113 
컵오브커피 대학동점,2020-06-08,영업,,커피숍,"서울특별시 관악구 호암로26길 36, 1층 (신림동)",서울특별시 관악구 신림동 1520 
카페美학(카페미학),2020-06-12,영업,,커피숍,"서울특별시 관악구 구암길 37, 1층 1호 (봉천동)",서울특별시 관악구 봉천동 482-11 
cafe de flore(카페드플로르),2020-06-19,영업,,커피숍,"서울특별시 관악구 남부순환로152길 17, 2층 (신림동)",서울특별시 관악구 신림동 1573-1 
안녕파인,2020-06-30,영업,,커피숍,"서울특별시 관악구 신림로56길 7, 1층 102호 (신림동)",서울특별시 관악구 신림동 1641-36 
애담커피,2020-07-03,영업,,커피숍,"서울특별시 관악구 난곡로66길 14, 1층 3호 (신림동)",서울특별시 관악구 신림동 527-11 
슬로우모션,2020-07-03,영업,,커피숍,"서울특별시 관악구 봉천로 473-9, 1층 101호 (봉천동)",서울특별시 관악구 봉천동 860-6 
그릿커피랩 신림점,2020-07-03,영업,,커피숍,"서울특별시 관악구 신림동길 33, 지산 1층 (신림동)",서울특별시 관악구 신림동 1459-27 지산 
마마떼,2020-07-06,영업,,커피숍,"서울특별시 관악구 대학6길 36, 1층 (신림동)",서울특별시 관악구 신림동 1535-19 
마마떼2,2020-07-06,영업,,커피숍,"서울특별시 관악구 대학6길 36, 지하1층 (신림동)",서울특별시 관악구 신림동 1535-19 
카페천국 신림점,2020-07-07,영업,,커피숍,"서울특별시 관악구 서림3길 9, 1층 101호 (신림동)",서울특별시 관악구 신림동 103-267 
메가엠지씨커피 봉천역점,2020-07-08,영업,,커피숍,"서울특별시 관악구 남부순환로 1740, 명당빌딩 1층 (봉천동)",서울특별시 관악구 봉천동 927-1 명당빌딩 
애견용품할인매장,2020-07-13,영업,,커피숍,"서울특별시 관악구 난우길 20, 지하1층 (신림동)",서울특별시 관악구 신림동 608-30 
리사베이커리,2020-07-16,영업,,커피숍,"서울특별시 관악구 신림로68길 50, 1층 101호 (신림동)",서울특별시 관악구 신림동 1419-32 
메가엠지씨커피 신림난곡점,2020-07-17,영업,,커피숍,"서울특별시 관악구 난우길 8, 1층 (신림동)",서울특별시 관악구 신림동 613-10 
CAFE216,2020-07-21,영업,,커피숍,"서울특별시 관악구 난향2길 8, 1층 (신림동)",서울특별시 관악구 신림동 676-5 
호구커피,2020-08-07,영업,,커피숍,"서울특별시 관악구 은천로 48, 2층 (봉천동)",서울특별시 관악구 봉천동 941-1 
OFF OF(오프오브),2020-08-11,영업,,커피숍,"서울특별시 관악구 행운1길 30, 1층 (봉천동)",서울특별시 관악구 봉천동 1672-19 
방앗간,2020-08-20,영업,,커피숍,"서울특별시 관악구 관천로 69-1, 2층 (신림동)",서울특별시 관악구 신림동 1465-16 
갱커피,2020-08-27,영업,,커피숍,"서울특별시 관악구 관악로13길 7, 오투원룸텔 지하1~1층 (봉천동)",서울특별시 관악구 봉천동 864-2 오투원룸텔 
컴포즈 낙성대점,2020-09-01,영업,,커피숍,"서울특별시 관악구 남부순환로248길 9, 1층 (봉천동)",서울특별시 관악구 봉천동 1656-5 
누아쥬,2020-09-04,영업,,커피숍,"서울특별시 관악구 쑥고개로 67-1, 1층 (봉천동)",서울특별시 관악구 봉천동 1563-25 
무아,2020-09-14,영업,,커피숍,"서울특별시 관악구 봉천로 365, 1층 (봉천동)",서울특별시 관악구 봉천동 933-10 
모쿠816,2020-09-15,영업,,커피숍,"서울특별시 관악구 청룡5길 3, 네오빌 1층 (봉천동)",서울특별시 관악구 봉천동 896-1 네오빌 
토브함께가는카페,2020-09-15,영업,,커피숍,"서울특별시 관악구 난곡로34길 21, 1층 (신림동)",서울특별시 관악구 신림동 1678-14 
"오르막길,",2020-09-16,영업,,커피숍,"서울특별시 관악구 쑥고개로11길 3, 1층 (봉천동)",서울특별시 관악구 봉천동 1528-29 
디바인커피 신림,2020-09-16,영업,,커피숍,"서울특별시 관악구 신림로 372, 2층 (신림동)",서울특별시 관악구 신림동 1425-25 
서림동커피집,2020-09-16,영업,,커피숍,"서울특별시 관악구 신림로32길 12, 1층 (신림동)",서울특별시 관악구 신림동 106-6 
쿼터커피,2020-09-18,영업,,커피숍,"서울특별시 관악구 관악로12길 99, 1층 (봉천동)",서울특별시 관악구 봉천동 1626-37 
달리는커피 신림점,2020-09-21,영업,,커피숍,"서울특별시 관악구 관천로10길 5, 가원샹떼리수 1층 (신림동)",서울특별시 관악구 신림동 1463-54 가원샹떼리수 
시티스트릿츠,2020-09-21,영업,,커피숍,"서울특별시 관악구 신사로 128-1, 대흥빌딩 1층 (신림동)",서울특별시 관악구 신림동 497-22 대흥빌딩 
카페일기,2020-09-25,영업,,커피숍,"서울특별시 관악구 호암로22길 60, 태양빌딩 1층 (신림동)",서울특별시 관악구 신림동 1544 태양빌딩 
베러배러(Better Batter),2020-09-28,영업,,커피숍,"서울특별시 관악구 보라매로3길 29, 1층 13호 (봉천동, 해태보라매타워)",서울특별시 관악구 봉천동 729-32 해태보라매타워 
국민우유,2020-10-14,영업,,커피숍,"서울특별시 관악구 봉천로53길 11, 1층 101호 (봉천동)",서울특별시 관악구 봉천동 851-10 
메가엠지씨커피 신림역점,2020-10-15,영업,,커피숍,"서울특별시 관악구 신림로 321, 1층 102호 (신림동)",서울특별시 관악구 신림동 1638-19 
개판카페,2020-11-03,영업,,커피숍,"서울특별시 관악구 관악로 133, 1층 101호 (봉천동, 건영아파트(6차))",서울특별시 관악구 봉천동 1701 건영아파트(6차) 
인정식빵,2020-11-23,영업,,커피숍,"서울특별시 관악구 봉천로 247-1, 1층 (봉천동)",서울특별시 관악구 봉천동 970-17 
HEY(헤이),2020-11-24,영업,,커피숍,"서울특별시 관악구 신림로 243-1, 지하1층 (신림동)",서울특별시 관악구 신림동 409-194 
공들인 하루,2020-12-01,영업,,커피숍,"서울특별시 관악구 관천로10길 20, 현대 1층 (신림동)",서울특별시 관악구 신림동 1433-131 현대 
인마인드커피,2020-12-10,영업,,커피숍,"서울특별시 관악구 은천로 9, 1층 104호 (봉천동)",서울특별시 관악구 봉천동 955-8 
이디야커피 신림신화교점,2020-12-18,영업,,커피숍,"서울특별시 관악구 신림로 199, 1층 (신림동)",서울특별시 관악구 신림동 408-40 
에그앙,2021-01-22,영업,,커피숍,"서울특별시 관악구 신림로58길 64, 1층 103호 (신림동)",서울특별시 관악구 신림동 10-331 
카페게이트 신림별빛거리점,2021-02-08,영업,,커피숍,"서울특별시 관악구 봉천로6길 51, 1층 101호 (신림동, BIG TREE)",서울특별시 관악구 신림동 1439-23 BIG TREE 
사로커피 스탠드,2021-04-02,영업,,커피숍,"서울특별시 관악구 신사로20길 75, 1층 (신림동)",서울특별시 관악구 신림동 480-30 
Tiffany blue(티파니블루),2021-04-21,영업,,커피숍,"서울특별시 관악구 봉천로17길 5, 1층 (봉천동)",서울특별시 관악구 봉천동 969-7 
비건마마,2021-04-23,영업,,커피숍,"서울특별시 관악구 봉천로 457-1, 1층 (봉천동)",서울특별시 관악구 봉천동 871-74 
달보다커피,2021-04-26,영업,,커피숍,"서울특별시 관악구 신림로 236, 지하1층 102호 (신림동)",서울특별시 관악구 신림동 92-401 
카페 리버스(Cafe Reverse),2021-04-27,영업,,커피숍,"서울특별시 관악구 신림로70길 14, 1층 (신림동)",서울특별시 관악구 신림동 1426-12 
거북이 카페,2021-04-28,영업,,커피숍,"서울특별시 관악구 신림동길 8, 1층 (신림동)",서울특별시 관악구 신림동 1430-48 
크럼피,2021-04-29,영업,,커피숍,"서울특별시 관악구 당곡2가길 35, 1층 (봉천동)",서울특별시 관악구 봉천동 712-28 
이나영책방,2021-05-03,영업,,커피숍,"서울특별시 관악구 신사로 66-1, 3층 (신림동)",서울특별시 관악구 신림동 550-13 
Lee 집 coffee,2021-05-04,영업,,커피숍,"서울특별시 관악구 봉천로4길 15, 1층 2호 (신림동)",서울특별시 관악구 신림동 1450-43 
Butterfle(버터플),2021-05-14,영업,,커피숍,"서울특별시 관악구 대학길 31, 가동 1층 (신림동)",서울특별시 관악구 신림동 241-118 
구움동,2021-05-14,영업,,커피숍,"서울특별시 관악구 남부순환로142길 19, 1층 (신림동)",서울특별시 관악구 신림동 1487-10 
더 런드렛,2021-05-18,영업,,커피숍,"서울특별시 관악구 난곡로 113, 2층 (신림동)",서울특별시 관악구 신림동 686-1 
엔제리너스 구로디지털역점,2021-05-20,영업,,커피숍,"서울특별시 관악구 시흥대로 572, 1층 (신림동)",서울특별시 관악구 신림동 1643-6 
그로그로,2021-05-25,영업,,커피숍,"서울특별시 관악구 참숯1길 19, 2동 지하층 102호 (봉천동, e편한세상서울대입구 2차)",서울특별시 관악구 봉천동 1544-1 e편한세상서울대입구 2차 
컴포즈커피 봉일시장점,2021-06-09,영업,,커피숍,"서울특별시 관악구 은천로 36, 1층 (봉천동)",서울특별시 관악구 봉천동 951-1 
Kang's 짠지김밥(강's 짠지김밥),2021-06-14,영업,,커피숍,"서울특별시 관악구 은천로11길 11, 1층 1호 (봉천동)",서울특별시 관악구 봉천동 938-12 
세븐일레븐 관악소망점,2021-06-30,영업,,커피숍,"서울특별시 관악구 당곡6길 46, 1층 (봉천동)",서울특별시 관악구 봉천동 713-99 
Coffee Planet(커피 플래닛),2021-07-05,영업,,커피숍,"서울특별시 관악구 남부순환로 1508, 1층 (신림동)",서울특별시 관악구 신림동 1570-9 
코바코 서울대점,2021-07-16,영업,,커피숍,"서울특별시 관악구 신림로 73, 1층 104호 (신림동)",서울특별시 관악구 신림동 237-27 
카페인 식단,2021-08-02,영업,,커피숍,"서울특별시 관악구 신림로 344, 에스케이허브그린 제1층 제148호 (신림동)",서울특별시 관악구 신림동 1421-29 에스케이허브그린 
사진의 온도,2021-08-18,영업,,커피숍,"서울특별시 관악구 남현길 6, 3층 A호 (남현동)",서울특별시 관악구 남현동 1057-24 
스타벅스 신림타임스트림점,2009-02-20,영업,,커피숍,"서울특별시 관악구 신림로 330, 1층 (신림동)",서울특별시 관악구 신림동 1641-2 
카페느티나무 동원관점,2009-07-01,영업,,커피숍,"서울특별시 관악구 관악로 1, 1층 (신림동, 동월생활관)",서울특별시 관악구 신림동 산 56-1 
Cha스텔라(차스텔라),2010-07-07,영업,,커피숍,"서울특별시 관악구 호암로22길 28, 지하1층 (신림동)",서울특별시 관악구 신림동 1555-2 
할리스 신림점,2011-11-02,영업,,커피숍,"서울특별시 관악구 신림로 353-1, 지하1, 지상1,2층 (신림동)","서울특별시 관악구 신림동 1432-72 지하1층, 지상1,2층 "
공차 타임스트림점,2014-09-01,영업,,커피숍,"서울특별시 관악구 신림로 330, 지하1층 (신림동)",서울특별시 관악구 신림동 1641-2 
CAFE 내자리,2014-09-19,영업,,커피숍,"서울특별시 관악구 관악로5길 30, 2층 1호 (봉천동)",서울특별시 관악구 봉천동 1593-1 
할리스 서울대예술문화점,2015-05-18,영업,,커피숍,"서울특별시 관악구 관악로 1, 1층 (신림동, 서울대학교 예술계복합연구동)",서울특별시 관악구 신림동 산 56-1 
파스구찌 서울대입구역점,2015-05-28,영업,,커피숍,"서울특별시 관악구 남부순환로 1832, 2층 (봉천동, 오선빌딩)",서울특별시 관악구 봉천동 853-4 
빽다방 서울대메트로빌점,2015-08-17,영업,,커피숍,"서울특별시 관악구 남부순환로 1811, 1층 103호 (봉천동)",서울특별시 관악구 봉천동 870-13 
디저트상점,2015-08-19,영업,,커피숍,"서울특별시 관악구 호암로26가길 2, 1층 (신림동)",서울특별시 관악구 신림동 1525-1 
abri(어블리),2016-03-08,영업,,커피숍,"서울특별시 관악구 청룡길 27, 1층 (봉천동)",서울특별시 관악구 봉천동 897-1 
쉬즈베이글 관악구청점,2016-04-08,영업,,커피숍,"서울특별시 관악구 관악로 148, 1층 103호 (봉천동)",서울특별시 관악구 봉천동 1598-20 
인더숲,2016-07-21,영업,,커피숍,"서울특별시 관악구 조원로 32, 1층 (신림동)",서울특별시 관악구 신림동 1651-9 
구슬케이크,2016-10-31,영업,,커피숍,"서울특별시 관악구 남부순환로230길 55, 1층 102호 (봉천동)",서울특별시 관악구 봉천동 1614-1 
코어(COEUR),2017-01-25,영업,,커피숍,"서울특별시 관악구 행운1길 50, 1층 (봉천동)",서울특별시 관악구 봉천동 1671-4 
