사업장명,인허가일자,영업상태명,폐업일자,위생업태명,소재지도로명주소,소재지지번주소
차인지건강차카페,2015-01-15,폐업,2015-10-23,경양식,"서울특별시 관악구 남부순환로 1536, 2층 (신림동)",서울특별시 관악구 신림동 1576-23 
팝스카페,2012-12-21,폐업,2015-12-30,경양식,"서울특별시 관악구 신림로 329, 지하1층 (신림동)",서울특별시 관악구 신림동 1640-13 
더샌드위치카페,2014-04-02,폐업,2016-03-09,통닭(치킨),"서울특별시 관악구 남부순환로 1820, 10층 (봉천동)",서울특별시 관악구 봉천동 862-1 
더카페,2009-12-03,폐업,2016-04-26,다방,"서울특별시 관악구 호암로24길 41, 1층 (신림동)",서울특별시 관악구 신림동 1520-19 
Very Good Family Cafe(베리굿패밀리카페),2015-10-22,폐업,2016-05-27,일반조리판매,"서울특별시 관악구 성현로 80, 2층 (봉천동)",서울특별시 관악구 봉천동 1712 
나디아플라워카페,2015-07-16,폐업,2016-06-14,경양식,"서울특별시 관악구 시흥대로 548, 1층 (신림동)",서울특별시 관악구 신림동 1666 
카페아띠,2015-11-05,폐업,2016-10-11,분식,"서울특별시 관악구 관악로37길 15, 1층 (봉천동)",서울특별시 관악구 봉천동 7-312 
보드카페T게임랜드,2015-10-06,폐업,2016-10-12,분식,"서울특별시 관악구 남부순환로 1633, 2층 (신림동)",서울특별시 관악구 신림동 1422-6 
cafe de elishacoy(카페드엘리샤코이),2010-04-14,폐업,2017-01-02,경양식,"서울특별시 관악구 대학10길 36, 1층 (신림동)",서울특별시 관악구 신림동 1545-3 
커먼베베키즈카페,2015-12-28,폐업,2017-01-03,경양식,"서울특별시 관악구 신림로 340, 6층 (신림동)",서울특별시 관악구 신림동 1422-5 
작은 카페뜰,2007-03-16,폐업,2017-06-30,패스트푸드,"서울특별시 관악구 신림로12길 23, 1층 (신림동)",서울특별시 관악구 신림동 123-2 
디딤돌카페,2012-06-08,폐업,2017-07-18,경양식,"서울특별시 관악구 신림로 285, 지상2층 (신림동)",서울특별시 관악구 신림동 1634-1 지상2층 
TS작은숲카페,2016-06-24,폐업,2017-07-27,기타 휴게음식점,"서울특별시 관악구 호암로24길 35, 지하~1층 (신림동)",서울특별시 관악구 신림동 1522-6 
김류정 카페,2014-02-04,폐업,2017-08-14,경양식,"서울특별시 관악구 신림동길 25, 1층 (신림동)",서울특별시 관악구 신림동 1459-1 
The 김밥 cafe(더김밥카페),2015-06-08,폐업,2017-08-31,분식,"서울특별시 관악구 봉천로23가길 1, 1층 (봉천동)",서울특별시 관악구 봉천동 649-187 
카페앨리,2016-10-20,폐업,2018-01-09,경양식,"서울특별시 관악구 신원로4길 22, 1층 101호 (신림동)",서울특별시 관악구 신림동 1635-44 
OZ(오즈)의 마법카페,2015-09-15,폐업,2018-02-14,경양식,"서울특별시 관악구 은천로 28, 나동 1층 103,104호 (봉천동)",서울특별시 관악구 봉천동 951-25 
카페스물일곱,2017-03-20,폐업,2018-04-03,떡카페,"서울특별시 관악구 신림로19길 78, 지하2층 (신림동)",서울특별시 관악구 신림동 254-271 
지카페(Gee Cafe),2018-04-18,폐업,2018-08-01,기타,"서울특별시 관악구 복은6길 49, 지하1층 (신림동)",서울특별시 관악구 신림동 102-95 
동그라미와 네모 북카페,2017-07-17,폐업,2018-09-18,기타 휴게음식점,"서울특별시 관악구 쑥고개로 83, 2층 (봉천동)",서울특별시 관악구 봉천동 1564-14 
카페지오캣,2006-05-24,폐업,2018-10-15,패스트푸드,"서울특별시 관악구 청룡1길 19, 3층 (봉천동)",서울특별시 관악구 봉천동 894-2 
미니카페,2017-05-04,폐업,2018-11-02,정종/대포집/소주방,"서울특별시 관악구 남부순환로 1871, 1층 (봉천동)",서울특별시 관악구 봉천동 1673-33 
카페히어로,2016-06-17,폐업,2018-11-16,경양식,"서울특별시 관악구 남현3길 69, 1층 108호 (남현동)",서울특별시 관악구 남현동 1062-20 
어반카페치노,2016-08-12,폐업,2019-01-04,경양식,"서울특별시 관악구 난곡로64길 5, 1층 (신림동)",서울특별시 관악구 신림동 1569-5 
더시즌스카페앤뷔페레스토랑,2017-09-04,폐업,2019-02-14,뷔페식,"서울특별시 관악구 남부순환로 1458, 2층 (신림동)",서울특별시 관악구 신림동 1474-11 
카페뱅크에잇 서울대점,2017-08-03,폐업,2019-02-19,호프/통닭,"서울특별시 관악구 신림로 108, 1층 (신림동)",서울특별시 관악구 신림동 118-3 
키즈카페어린왕자,2008-09-01,폐업,2019-03-12,키즈카페,"서울특별시 관악구 관악로 203 (봉천동,엔젤빌딩9층)",서울특별시 관악구 봉천동 859-7 엔젤빌딩9층 
심쿵달콩만화카페,2017-07-24,폐업,2019-03-22,기타 휴게음식점,"서울특별시 관악구 남부순환로 1964, 지하1층 (봉천동)",서울특별시 관악구 봉천동 1656-22 
동그랑카페,2017-11-23,폐업,2019-07-16,호프/통닭,"서울특별시 관악구 남부순환로143나길 7, 1층 (신림동)",서울특별시 관악구 신림동 541-6 
본죽앤비빔밥카페,2006-01-05,폐업,2019-08-14,기타,"서울특별시 관악구 솔밭로 2 (봉천동,,-10 지상1층)","서울특별시 관악구 봉천동 1686-9 ,-10 지상1층 "
카페치노,2016-04-08,폐업,2020-01-14,기타,"서울특별시 관악구 남부순환로 1467, 1층 101호 (신림동)",서울특별시 관악구 신림동 538-6 
카페토스트,2018-02-21,폐업,2020-01-31,분식,"서울특별시 관악구 관악로12길 43, 1층 (봉천동)",서울특별시 관악구 봉천동 1610-19 
카페방하(Cafe BangHa),2016-03-31,폐업,2020-02-07,기타,"서울특별시 관악구 관악로 223, 3층 (봉천동)",서울특별시 관악구 봉천동 34-51 
룸카페 217,2018-02-12,폐업,2020-02-07,기타,"서울특별시 관악구 남부순환로 1597-10, 지하1층 (신림동)",서울특별시 관악구 신림동 1433-66 
등대북카페,2017-01-06,폐업,2020-04-29,일반조리판매,"서울특별시 관악구 대학5길 17, 지하1층 (신림동)",서울특별시 관악구 신림동 241-112 
Aone카페,2010-12-31,폐업,2020-08-18,일반조리판매,"서울특별시 관악구 난곡로 341 (신림동,(2층))",서울특별시 관악구 신림동 522-2 (2층) 
시카고보드카페,2019-04-15,폐업,2020-09-11,기타 휴게음식점,"서울특별시 관악구 신림로 391, 2층 (신림동)",서울특별시 관악구 신림동 1429-1 
카페드뮤르뮤르,2020-02-28,폐업,2020-12-09,기타 휴게음식점,"서울특별시 관악구 남현4길 10, 1층 (남현동)",서울특별시 관악구 남현동 1068-31 
와와카페,2019-03-21,폐업,2020-12-29,기타 휴게음식점,"서울특별시 관악구 신림로59길 15-10, 3층 (신림동)",서울특별시 관악구 신림동 1638-8 
달꿈만화카페,2016-03-25,폐업,2020-12-31,분식,"서울특별시 관악구 신림동길 20, 지하1층 (신림동)",서울특별시 관악구 신림동 1439-13 
심스카페(심's Cafe),2016-04-08,폐업,2021-01-08,분식,"서울특별시 관악구 장군봉1길 56, 1층 (봉천동)",서울특별시 관악구 봉천동 928-1 
지카페(G CAFE),2020-08-28,폐업,2021-02-01,기타,"서울특별시 관악구 호암로22길 2, 1층 (신림동)",서울특별시 관악구 신림동 1559 
카페 디 구띠에,2003-09-01,폐업,2021-02-17,일반조리판매,서울특별시 관악구 남부순환로 1932 (봉천동),서울특별시 관악구 봉천동 1658-1 
카페딜,2019-04-22,폐업,2021-04-01,경양식,"서울특별시 관악구 대학5길 21, 2층 (신림동)",서울특별시 관악구 신림동 241-76 
카페필그림(Cafe Pilgrim),2018-03-08,폐업,2021-04-02,기타,"서울특별시 관악구 성현로 10, 1층 (봉천동)",서울특별시 관악구 봉천동 1718-5 
카페하꿈,2000-06-12,폐업,2021-04-05,한식,서울특별시 관악구 남부순환로 2050 (남현동),서울특별시 관악구 남현동 1057-13 
세븐카페,2017-03-06,폐업,2021-05-27,호프/통닭,"서울특별시 관악구 대학14길 18, 1층 (신림동)",서울특별시 관악구 신림동 255-37 
카페젤라리소,2020-12-10,폐업,2021-05-31,경양식,"서울특별시 관악구 조원로 117, 1층 (신림동)",서울특별시 관악구 신림동 503-37 
카페 스코지,2021-05-31,폐업,2021-06-07,기타,"서울특별시 관악구 조원로 117, 1층 (신림동)",서울특별시 관악구 신림동 503-37 
반하다카페,2018-01-24,폐업,2021-10-20,기타,"서울특별시 관악구 남현길 76, 1층 (남현동)",서울특별시 관악구 남현동 1082-15 
카페혁명,2016-10-20,폐업,2021-11-18,기타,"서울특별시 관악구 남부순환로155길 47, 1층 (신림동)",서울특별시 관악구 신림동 512-6 
카페마마스 딜리버리 관악,2021-03-26,폐업,2021-12-16,기타,"서울특별시 관악구 관악로 287, 성현동아아파트 상가A동 지하2층 201(17)호 (봉천동)",서울특별시 관악구 봉천동 1703 성현동아아파트 
로로카페,2021-02-22,폐업,2022-01-27,기타,"서울특별시 관악구 신림로26길 21, 1층 (신림동)",서울특별시 관악구 신림동 110-34 
프라임전통카페,2020-12-02,폐업,2022-02-15,전통찻집,"서울특별시 관악구 청룡8길 66, 1층 (봉천동)",서울특별시 관악구 봉천동 1527-36 
카페버치,2018-02-05,폐업,2022-03-21,기타,"서울특별시 관악구 남현8길 3, 1층 101호 (남현동)",서울특별시 관악구 남현동 1079-46 
모두의보드카페,2001-12-10,폐업,2022-04-15,기타,"서울특별시 관악구 신림로 317 (신림동,지상2층)",서울특별시 관악구 신림동 1638-17 지상2층 
두드림카페,2020-04-03,폐업,2022-04-25,한식,"서울특별시 관악구 신림로29길 3-20, 신림현대아파트 207호 (신림동)",서울특별시 관악구 신림동 1694 신림현대아파트 
플립보드게임카페,2019-06-03,폐업,2022-05-02,기타 휴게음식점,"서울특별시 관악구 관악로16길 46, 지하1층 (봉천동)",서울특별시 관악구 봉천동 1611-3 
카페오낼,2020-03-31,폐업,2022-05-03,기타,"서울특별시 관악구 청룡1길 2, 관악중앙새마을금고 1층 101호 (봉천동)",서울특별시 관악구 봉천동 895-18 관악중앙새마을금고 
우리가만난그카페,2019-05-20,폐업,2022-06-02,경양식,"서울특별시 관악구 조원로10길 22, 1층 (신림동, 효성아트빌라)",서울특별시 관악구 신림동 1652-24 효성아트빌라 
카페 아름다움,2022-05-10,폐업,2022-06-02,기타,"서울특별시 관악구 문성로 74, 건영아파트 상가동 1층 101호 (신림동)",서울특별시 관악구 신림동 746-43 건영아파트 
카페수니,2017-12-11,폐업,2022-06-13,기타,"서울특별시 관악구 봉천로 216, 1층 (신림동)",서울특별시 관악구 신림동 1443-28 
썰카페,2021-06-01,폐업,2022-10-05,기타,"서울특별시 관악구 광신길 237, 지하1층 (신림동)",서울특별시 관악구 신림동 299-17 
일로카페,1999-11-26,영업,,한식,서울특별시 관악구 관악로 125 (봉천동),서울특별시 관악구 봉천동 1591-2 서울대입구삼성101-102 
Cafe  OLE(카페올리),2005-06-27,영업,,기타,"서울특별시 관악구 청룡길 61, 1층 102호 (봉천동)",서울특별시 관악구 봉천동 1575-2 
누들러브면카페,2006-02-23,영업,,호프/통닭,"서울특별시 관악구 청룡3길 21, 1층 (봉천동)",서울특별시 관악구 봉천동 895-3 
푸딩카페,2006-09-19,영업,,경양식,"서울특별시 관악구 신림로59길 11, 3층 (신림동)",서울특별시 관악구 신림동 1638-26 
카페 모리츠,2010-11-05,영업,,경양식,서울특별시 관악구 남부순환로 1711 (봉천동),서울특별시 관악구 봉천동 944-33 
타로카페,2011-05-04,영업,,분식,서울특별시 관악구 신림로70길 11 (신림동),서울특별시 관악구 신림동 1427-14 
카페동네 신림,2011-12-22,영업,,통닭(치킨),"서울특별시 관악구 남부순환로 1600-1, 지상2,3,4층 (신림동)","서울특별시 관악구 신림동 1640-3 지상 2,3,4층 "
오른손 푸드카페,2012-12-05,영업,,패스트푸드,"서울특별시 관악구 관악로14길 111, 1층 (봉천동)",서울특별시 관악구 봉천동 1620-45 
(주)내자리에프씨 카페내자리(서울대점),2015-07-24,영업,,분식,"서울특별시 관악구 관악로5길 30, 2층 (봉천동)",서울특별시 관악구 봉천동 1593-1 
칸토뮤직카페2호,2015-11-12,영업,,호프/통닭,"서울특별시 관악구 봉천로 280, 지하1층 (신림동)",서울특별시 관악구 신림동 1415-18 
아이엠카페(IM CAFE),2015-12-02,영업,,경양식,"서울특별시 관악구 조원중앙로2길 132, 1층 (신림동)",서울특별시 관악구 신림동 543-1 
cafe人 (카페인),2016-01-29,영업,,기타,"서울특별시 관악구 성현로 80, 상가동 2층 218호 (봉천동)",서울특별시 관악구 봉천동 1712 
차르도르 애견카페&펫살롱,2016-01-29,영업,,기타,"서울특별시 관악구 보라매로 17, 지하1층 (봉천동)",서울특별시 관악구 봉천동 702-102 
카페녹다,2016-03-18,영업,,경양식,"서울특별시 관악구 신림로15길 31, 1층 (신림동)",서울특별시 관악구 신림동 1538-7 
도운 팻 카페,2016-05-25,영업,,기타,"서울특별시 관악구 관악로14길 11, 4층 (봉천동)",서울특별시 관악구 봉천동 854-13 
카페인더하우스,2016-11-09,영업,,한식,"서울특별시 관악구 관악로 195, B동 2층 216호 (봉천동)",서울특별시 관악구 봉천동 859-17 
(주)내자리에프씨카페내자리,2016-08-16,영업,,기타,"서울특별시 관악구 관악로5길 30, 101호 (봉천동)",서울특별시 관악구 봉천동 1593-1 
카페인(Kaffeine),2017-02-22,영업,,"외국음식전문점(인도,태국등)","서울특별시 관악구 호암로24길 48, 1층 (신림동)",서울특별시 관악구 신림동 1535-2 
더카페(The Cafe),2017-08-10,영업,,한식,"서울특별시 관악구 봉천로14길 17, 1층 102호 (신림동)",서울특별시 관악구 신림동 1417-43 
복합문화예술수다카페 청춘랜드,2017-08-18,영업,,기타,"서울특별시 관악구 봉천로 598, 지하1층 (봉천동)",서울특별시 관악구 봉천동 1632-4 
cafe wim(카페윔),2017-11-14,영업,,기타,"서울특별시 관악구 신림로66길 15, 1층 (신림동)",서울특별시 관악구 신림동 1423-33 씨에프빌딩 
카페프레임,2017-11-22,영업,,기타,"서울특별시 관악구 관악로14길 94, 지하1층 (봉천동)",서울특별시 관악구 봉천동 1626-1 
카페보니또 사당점,2017-12-13,영업,,경양식,"서울특별시 관악구 남부순환로 2032, 고려한백인터내셔날사옥 1층 (남현동)",서울특별시 관악구 남현동 1055-6 고려한백인터내셔날사옥 
카페라마르,2018-03-09,영업,,기타,"서울특별시 관악구 남부순환로 2068, 1층 (남현동, 르메이에르강남타운1차)",서울특별시 관악구 남현동 1059-1 르메이에르강남타운1차 
카페미뇽(샤로수점),2018-09-04,영업,,정종/대포집/소주방,"서울특별시 관악구 관악로14길 76, 1층 (봉천동)",서울특별시 관악구 봉천동 1619-4 
카페이루(cafe IRU),2018-12-19,영업,,경양식,"서울특별시 관악구 남부순환로272길 18, 1층 (남현동)",서울특별시 관악구 남현동 1065-5 
카페인연,2019-01-02,영업,,경양식,"서울특별시 관악구 관천로11길 59, 1층 (신림동)",서울특별시 관악구 신림동 465-35 
더시즌스카페앤뷔페레스토랑,2019-04-04,영업,,뷔페식,"서울특별시 관악구 남부순환로 1458, CS프리미어호텔 2층 (신림동)",서울특별시 관악구 신림동 1474-11 CS프리미어호텔 
